Label,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,RotCount
L40956,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40970,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40976,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40982,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40992,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40998,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41008,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41014,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41020,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41034,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41040,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41046,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41054,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41064,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41070,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41080,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41086,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41092,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41100,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41114,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41122,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41128,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41136,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41142,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41148,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41154,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41160,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41166,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41172,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41176,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41180,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L44144,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L5,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L6,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L12,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L16,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L20,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L23,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L24,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L30,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L34,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L38,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L41,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
