Label,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,RotCount
L2535,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L2541,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L2547,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L2553,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L2557,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L2571,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40617,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40631,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40637,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40641,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40647,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40653,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40659,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40665,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40669,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40675,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40681,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40687,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40695,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40705,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40715,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40721,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40735,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40741,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40749,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40755,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40761,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40767,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40771,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40785,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40791,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
