Label,Num_Layers,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,Logical_Error
REFL_SE,26017,237.0,43.05327286005304,220.7293642618288,15.552626048667562,12.284757395428926,509.7656505361878,1038.3856711023136,3.8317949203598555e-09
REFL_TE,26017,237.0,43.053272860053035,246.14281546681016,8.400098012074565,30.886797920760912,236.65508475227742,802.1380690119131,3.170833656500491e-07
DIR_CHANGE,26017,237.0,43.05327286005304,242.23353499634854,16.389515897309114,12.617540969970484,439.0996675250798,990.393532248786,2.1523758321428575e-09
DIR_TOGL,26017,237.0,43.05327286005304,242.32633739478035,16.944171791310286,24.47794987466192,28.158845754698852,591.9605776754772,6.390864727777016e-09
DIR_TOGL+DEDICATE_CELL3,26017,237.0,43.05327286005304,279.3866529576815,26.49797545012251,16.5099643286306,39.08432409578353,641.5321896922503,3.541648337787087e-09
DIR_IDEAL,26017,237.0,43.05327286005304,242.23353499634854,16.864269321696867,4.0167057859545015,27.96452934619672,571.1323123102208,2.1523758321428575e-09
