rs_sf,num_msd_sf,num_msc_sf,num_ysd_sf,time,space,spacetime,num_benchmarks,num_rows
"(1.1, 1.9, 1.2)",1.1,1.9,1.2,1.076311867725134,1.9033811222211046,2.0508389480126263,4,4
"(1.1, 1.9, 1.3)",1.1,1.9,1.3,1.076311867725134,1.923501668200723,2.070730066354452,4,4
"(1.1, 1.9, 1.4)",1.1,1.9,1.4,1.076311867725134,1.9478679437026414,2.096996309558952,4,4
"(1.1, 1.9, 1.5)",1.1,1.9,1.5,1.076311867725134,1.972994822241898,2.1236375826409684,4,4
"(1.1, 1.9, 1.6)",1.1,1.9,1.6,1.076311867725134,1.9872291896809564,2.1386367661464556,4,4
"(1.1, 1.9, 1.7)",1.1,1.9,1.7,1.076311867725134,2.0138252512970105,2.16685736246052,4,4
"(1.1, 1.9, 1.8)",1.1,1.9,1.8,1.076311867725134,2.0315219602170034,2.184580210588715,4,4
"(1.1, 1.9, 1.9)",1.1,1.9,1.9,1.076311867725134,2.0565980952441683,2.214408360851829,4,4
"(1.1, 1.9, 2.0)",1.1,1.9,2.0,1.076311867725134,2.077553587658393,2.2373184777204,4,4
"(1.1, 2.0, 0.5)",1.1,2.0,0.5,2.1058906202226675,1.7615314333404015,3.7051875174133504,4,4
"(1.1, 2.0, 0.6)",1.1,2.0,0.6,1.7214105138439473,1.78604398129037,3.0755273127612535,4,4
"(1.1, 2.0, 0.7)",1.1,2.0,0.7,1.4538963379151735,1.8113851068351152,2.6345284680005765,4,4
"(1.1, 2.0, 0.8)",1.1,2.0,0.8,1.3096806779910015,1.8317381535531558,2.3991879212563725,4,4
"(1.1, 2.0, 0.9)",1.1,2.0,0.9,1.1746957040293566,1.8529274585530506,2.1775121742135384,4,4
"(1.1, 2.0, 1.0)",1.1,2.0,1.0,1.0949789490656388,1.879670699346386,2.055334918847373,4,4
"(1.1, 2.0, 1.1)",1.1,2.0,1.1,1.076311867725134,1.9025756792163053,2.048386104903504,4,4
"(1.1, 2.0, 1.2)",1.1,2.0,1.2,1.076311867725134,1.925992357849375,2.073524385188808,4,4
"(1.1, 2.0, 1.3)",1.1,2.0,1.3,1.076311867725134,1.9437768055999254,2.0933615917250497,4,4
"(1.1, 2.0, 1.4)",1.1,2.0,1.4,1.076311867725134,1.9704007668929016,2.1216097267150547,4,4
"(1.1, 2.0, 1.5)",1.1,2.0,1.5,1.076311867725134,1.9955129872971604,2.1482272261402384,4,4
"(1.1, 2.0, 1.6)",1.1,2.0,1.6,1.076311867725134,2.009729364079262,2.163209947855325,4,4
"(1.1, 2.0, 1.7)",1.1,2.0,1.7,1.076311867725134,2.0340356614265644,2.1874025596349,4,4
"(1.1, 2.0, 1.8)",1.1,2.0,1.8,1.076311867725134,2.0539514833287913,2.209068403894701,4,4
"(1.1, 2.0, 1.9)",1.1,2.0,1.9,1.076311867725134,2.0782280352492166,2.238481159298511,4,4
"(1.1, 2.0, 2.0)",1.1,2.0,2.0,1.076311867725134,2.099940033604699,2.2617625791259295,4,4
"(1.2, 0.5, 0.5)",1.2,0.5,0.5,2.1160771853585394,1.4955737064392245,3.163365263990569,4,4
"(1.2, 0.5, 0.6)",1.2,0.5,0.6,2.0699158038669014,1.520635444829236,3.145557576965624,4,4
"(1.2, 0.5, 0.7)",1.2,0.5,0.7,2.0699158038669014,1.5450526450275168,3.1944469114562253,4,4
"(1.2, 0.5, 0.8)",1.2,0.5,0.8,2.0699158038669014,1.5638522018678165,3.2375184817148344,4,4
"(1.2, 0.5, 0.9)",1.2,0.5,0.9,2.0699158038669014,1.5911967531706253,3.2940043409728306,4,4
"(1.2, 0.5, 1.0)",1.2,0.5,1.0,2.0699158038669014,1.6168196362592662,3.345378692146655,4,4
"(1.2, 0.5, 1.1)",1.2,0.5,1.1,2.0699158038669014,1.6385522075223962,3.3920367551607327,4,4
"(1.2, 0.5, 1.2)",1.2,0.5,1.2,2.0699158038669014,1.6657393511643914,3.4505696772446663,4,4
"(1.2, 0.5, 1.3)",1.2,0.5,1.3,2.0699158038669014,1.6842203805339935,3.4875122440323576,4,4
"(1.2, 0.5, 1.4)",1.2,0.5,1.4,2.0699158038669014,1.7096807435723742,3.5385476136466645,4,4
"(1.2, 0.5, 1.5)",1.2,0.5,1.5,2.0699158038669014,1.7312256926869585,3.5832992441445928,4,4
"(1.2, 0.5, 1.6)",1.2,0.5,1.6,2.0699158038669014,1.7489058613051622,3.618678341306715,4,4
"(1.2, 0.5, 1.7)",1.2,0.5,1.7,2.0699158038669014,1.7759216167102598,3.676062647564349,4,4
"(1.2, 0.5, 1.8)",1.2,0.5,1.8,2.0699158038669014,1.7949144276715996,3.7179857975176445,4,4
"(1.2, 0.5, 1.9)",1.2,0.5,1.9,2.0699158038669014,1.8163225916062544,3.760837058984142,4,4
"(1.2, 0.5, 2.0)",1.2,0.5,2.0,2.0699158038669014,1.8432151975312312,3.8147458800917993,4,4
"(1.2, 0.6, 0.5)",1.2,0.6,0.5,2.1058906202226675,1.5184860624766978,3.198314349705842,4,4
"(1.2, 0.6, 0.6)",1.2,0.6,0.6,1.7446955838926579,1.5442834303620705,2.6952575563312267,4,4
"(1.2, 0.6, 0.7)",1.2,0.6,0.7,1.7074651293378351,1.5661758671962338,2.670675932587403,4,4
"(1.2, 0.6, 0.8)",1.2,0.6,0.8,1.7074651293378351,1.5873241833928846,2.707353486715706,4,4
"(1.2, 0.6, 0.9)",1.2,0.6,0.9,1.7074651293378351,1.6122060956675583,2.75305606125518,4,4
"(1.2, 0.6, 1.0)",1.2,0.6,1.0,1.7074651293378351,1.6378122529034238,2.797180927889205,4,4
"(1.2, 0.6, 1.1)",1.2,0.6,1.1,1.7099559676573792,1.6618708195466674,2.841436761558956,4,4
"(1.2, 0.6, 1.2)",1.2,0.6,1.2,1.7074651293378351,1.6866460947997302,2.878965887722621,4,4
"(1.2, 0.6, 1.3)",1.2,0.6,1.3,1.7074651293378351,1.7074127143857332,2.915015600764328,4,4
"(1.2, 0.6, 1.4)",1.2,0.6,1.4,1.7074651293378351,1.7273207214319928,2.9476839342574435,4,4
"(1.2, 0.6, 1.5)",1.2,0.6,1.5,1.7074651293378351,1.75433470226523,2.995461639059245,4,4
"(1.2, 0.6, 1.6)",1.2,0.6,1.6,1.7074651293378351,1.772000304622543,3.024290765568808,4,4
"(1.2, 0.6, 1.7)",1.2,0.6,1.7,1.7074651293378351,1.7934474342283677,3.0633091903909655,4,4
"(1.2, 0.6, 1.8)",1.2,0.6,1.8,1.7074651293378351,1.8123690735753009,3.0941089103022663,4,4
"(1.2, 0.6, 1.9)",1.2,0.6,1.9,1.7074651293378351,1.8392682308749728,3.1392779442000305,4,4
"(1.2, 0.6, 2.0)",1.2,0.6,2.0,1.7099853799294633,1.8638349228701747,3.1891714040939445,4,4
"(1.2, 0.7, 0.5)",1.2,0.7,0.5,2.1058906202226675,1.5396071782200522,3.24296090393682,4,4
"(1.2, 0.7, 0.6)",1.2,0.7,0.6,1.7214105138439473,1.5622932428536833,2.68702997156349,4,4
"(1.2, 0.7, 0.7)",1.2,0.7,0.7,1.4849579110979978,1.587217477134365,2.3544164637250287,4,4
"(1.2, 0.7, 0.8)",1.2,0.7,0.8,1.4774596832825626,1.6082952660152867,2.376190098042573,4,4
"(1.2, 0.7, 0.9)",1.2,0.7,0.9,1.4749744605522952,1.6331398352723157,2.4067940130499785,4,4
"(1.2, 0.7, 1.0)",1.2,0.7,1.0,1.4749744605522952,1.6555802346508022,2.4404587196035186,4,4
"(1.2, 0.7, 1.1)",1.2,0.7,1.1,1.4749744605522952,1.6827414312169866,2.48363751400335,4,4
"(1.2, 0.7, 1.2)",1.2,0.7,1.2,1.4749744605522952,1.7074835159162467,2.517180172275139,4,4
"(1.2, 0.7, 1.3)",1.2,0.7,1.3,1.4749744605522952,1.7281910400037852,2.549120331795546,4,4
"(1.2, 0.7, 1.4)",1.2,0.7,1.4,1.4749744605522952,1.7480706014169267,2.5769159405430373,4,4
"(1.2, 0.7, 1.5)",1.2,0.7,1.5,1.4749744605522952,1.7750582377298942,2.618244813802536,4,4
"(1.2, 0.7, 1.6)",1.2,0.7,1.6,1.4749744605522952,1.7926877995913948,2.643931711179429,4,4
"(1.2, 0.7, 1.7)",1.2,0.7,1.7,1.4774596832825626,1.8140941094314527,2.680571649691058,4,4
"(1.2, 0.7, 1.8)",1.2,0.7,1.8,1.4774596832825626,1.8329801101627459,2.7073238731313736,4,4
"(1.2, 0.7, 1.9)",1.2,0.7,1.9,1.4749744605522952,1.859857274862859,2.7453067737336974,4,4
"(1.2, 0.7, 2.0)",1.2,0.7,2.0,1.4774596832825626,1.8844001575124303,2.781776593908551,4,4
"(1.2, 0.8, 0.5)",1.2,0.8,0.5,2.1058906202226675,1.5567268354491324,3.2790510997282545,4,4
"(1.2, 0.8, 0.6)",1.2,0.8,0.6,1.7214105138439473,1.5816335120458151,2.724326305636216,4,4
"(1.2, 0.8, 0.7)",1.2,0.8,0.7,1.4538963379151735,1.6058431394438364,2.33198817651687,4,4
"(1.2, 0.8, 0.8)",1.2,0.8,0.8,1.3147277105264443,1.6244100613795551,2.1340296153854976,4,4
"(1.2, 0.8, 0.9)",1.2,0.8,0.9,1.2899030945146899,1.6499941647574252,2.1276325672056466,4,4
"(1.2, 0.8, 1.0)",1.2,0.8,1.0,1.2899030945146899,1.6747562125129987,2.1611949876866086,4,4
"(1.2, 0.8, 1.1)",1.2,0.8,1.1,1.2899030945146899,1.6987080690370353,2.189100499015838,4,4
"(1.2, 0.8, 1.2)",1.2,0.8,1.2,1.2899030945146899,1.7257660589568076,2.2281704861701903,4,4
"(1.2, 0.8, 1.3)",1.2,0.8,1.3,1.2899030945146899,1.744050463125063,2.250312932240419,4,4
"(1.2, 0.8, 1.4)",1.2,0.8,1.4,1.2899030945146899,1.7727302874917923,2.286190752050601,4,4
"(1.2, 0.8, 1.5)",1.2,0.8,1.5,1.2899030945146899,1.794144174967179,2.316309596504891,4,4
"(1.2, 0.8, 1.6)",1.2,0.8,1.6,1.2899030945146899,1.8117518268075736,2.3369654895794985,4,4
"(1.2, 0.8, 1.7)",1.2,0.8,1.7,1.2899030945146899,1.8354613627020473,2.3645401981248098,4,4
"(1.2, 0.8, 1.8)",1.2,0.8,1.8,1.2899030945146899,1.8519845150006042,2.3881627117353577,4,4
"(1.2, 0.8, 1.9)",1.2,0.8,1.9,1.2899030945146899,1.8788444702679603,2.423753074333008,4,4
"(1.2, 0.8, 2.0)",1.2,0.8,2.0,1.2899030945146899,1.9056647687923267,2.454439746834049,4,4
"(1.2, 0.9, 0.5)",1.2,0.9,0.5,2.1058906202226675,1.5777108190056417,3.3227756977766414,4,4
"(1.2, 0.9, 0.6)",1.2,0.9,0.6,1.7214105138439473,1.602579183505174,2.757192126900328,4,4
"(1.2, 0.9, 0.7)",1.2,0.9,0.7,1.4538963379151735,1.6267378940884307,2.3647601138942336,4,4
"(1.2, 0.9, 0.8)",1.2,0.9,0.8,1.3096806779910015,1.6452381704457748,2.156334774402086,4,4
"(1.2, 0.9, 0.9)",1.2,0.9,0.9,1.1772411050932154,1.6724069195961244,1.9675545330268998,4,4
"(1.2, 0.9, 1.0)",1.2,0.9,1.0,1.1619843494978457,1.6923666555513444,1.9652709722302808,4,4
"(1.2, 0.9, 1.1)",1.2,0.9,1.1,1.1619843494978457,1.7194473865368531,1.9976810637676585,4,4
"(1.2, 0.9, 1.2)",1.2,0.9,1.2,1.1619843494978457,1.746478544306808,2.031694598119922,4,4
"(1.2, 0.9, 1.3)",1.2,0.9,1.3,1.1619843494978457,1.7647060868676334,2.051252166937342,4,4
"(1.2, 0.9, 1.4)",1.2,0.9,1.4,1.1619843494978457,1.7868567451825588,2.0769320712004116,4,4
"(1.2, 0.9, 1.5)",1.2,0.9,1.5,1.1619843494978457,1.8114438989516106,2.103663418551334,4,4
"(1.2, 0.9, 1.6)",1.2,0.9,1.6,1.1619843494978457,1.8290112834767636,2.1230582550597488,4,4
"(1.2, 0.9, 1.7)",1.2,0.9,1.7,1.159471936206632,1.8526669909929612,2.1488693374436387,4,4
"(1.2, 0.9, 1.8)",1.2,0.9,1.8,1.1619843494978457,1.8691491074559774,2.1713032304095026,4,4
"(1.2, 0.9, 1.9)",1.2,0.9,1.9,1.1619843494978457,1.895965517493058,2.203586711325269,4,4
"(1.2, 0.9, 2.0)",1.2,0.9,2.0,1.1619843494978457,1.9227434809320587,2.233926233932988,4,4
"(1.2, 1.0, 0.5)",1.2,1.0,0.5,2.1058906202226675,1.6002285447771663,3.3702620174177,4,4
"(1.2, 1.0, 0.6)",1.2,1.0,0.6,1.7214105138439473,1.6227703809297216,2.7936445694862533,4,4
"(1.2, 1.0, 0.7)",1.2,1.0,0.7,1.4538963379151735,1.6475623318197163,2.394961516860578,4,4
"(1.2, 1.0, 0.8)",1.2,1.0,0.8,1.3096806779910015,1.668415150399304,2.1837494924085785,4,4
"(1.2, 1.0, 0.9)",1.2,1.0,0.9,1.1746957040293566,1.693138946154795,1.9906244805121958,4,4
"(1.2, 1.0, 1.0)",1.2,1.0,1.0,1.097627043248391,1.7154577831390803,1.8817492627869836,4,4
"(1.2, 1.0, 1.1)",1.2,1.0,1.1,1.0949789490656388,1.7401246215784605,1.9060193015117082,4,4
"(1.2, 1.0, 1.2)",1.2,1.0,1.2,1.0949789490656388,1.767130610687424,1.934778645805632,4,4
"(1.2, 1.0, 1.3)",1.2,1.0,1.3,1.0949789490656388,1.7876480920657625,1.9570757845505813,4,4
"(1.2, 1.0, 1.4)",1.2,1.0,1.4,1.0949789490656388,1.8074325819348513,1.980398598210672,4,4
"(1.2, 1.0, 1.5)",1.2,1.0,1.5,1.0949789490656388,1.8343159621112968,2.0089966997903455,4,4
"(1.2, 1.0, 1.6)",1.2,1.0,1.6,1.0949789490656388,1.851875143300587,2.02715485139113,4,4
"(1.2, 1.0, 1.7)",1.2,1.0,1.7,1.0949789490656388,1.8731549058082049,2.0483142302867323,4,4
"(1.2, 1.0, 1.8)",1.2,1.0,1.8,1.0949789490656388,1.8919145650419424,2.068730249471324,4,4
"(1.2, 1.0, 1.9)",1.2,1.0,1.9,1.0949789490656388,1.916401333121975,2.10002932667214,4,4
"(1.2, 1.0, 2.0)",1.2,1.0,2.0,1.0949789490656388,1.9431618471269108,2.12848755102441,4,4
"(1.2, 1.1, 0.5)",1.2,1.1,0.5,2.1058906202226675,1.623513675262772,3.4165883016524163,4,4
"(1.2, 1.1, 0.6)",1.2,1.1,0.6,1.7214105138439473,1.643559863720218,2.8264265780816915,4,4
"(1.2, 1.1, 0.7)",1.2,1.1,0.7,1.4538963379151735,1.670753633640097,2.4315399906618143,4,4
"(1.2, 1.1, 0.8)",1.2,1.1,0.8,1.3096806779910015,1.6891137174664597,2.2132977121925417,4,4
"(1.2, 1.1, 0.9)",1.2,1.1,0.9,1.1746957040293566,1.7162106032527569,2.0152992007512607,4,4
"(1.2, 1.1, 1.0)",1.2,1.1,1.0,1.0949789490656388,1.7361026433931621,1.9008423118501399,4,4
"(1.2, 1.1, 1.1)",1.2,1.1,1.1,1.076311867725134,1.7631172167400455,1.8987750201012203,4,4
"(1.2, 1.1, 1.2)",1.2,1.1,1.2,1.076311867725134,1.7900850451451202,1.9274202522332562,4,4
"(1.2, 1.1, 1.3)",1.2,1.1,1.3,1.076311867725134,1.8081924831256224,1.9455457842662218,4,4
"(1.2, 1.1, 1.4)",1.2,1.1,1.4,1.076311867725134,1.830281203213234,1.9692563055628194,4,4
"(1.2, 1.1, 1.5)",1.2,1.1,1.5,1.076311867725134,1.8548171053172828,1.995722315620691,4,4
"(1.2, 1.1, 1.6)",1.2,1.1,1.6,1.076311867725134,1.872347330650463,2.01395620498893,4,4
"(1.2, 1.1, 1.7)",1.2,1.1,1.7,1.076311867725134,1.8959208376801981,2.042445561542461,4,4
"(1.2, 1.1, 1.8)",1.2,1.1,1.8,1.076311867725134,1.9123225037687746,2.0608039342061812,4,4
"(1.2, 1.1, 1.9)",1.2,1.1,1.9,1.076311867725134,1.9390914512094943,2.0871822784662086,4,4
"(1.2, 1.1, 2.0)",1.2,1.1,2.0,1.076311867725134,1.9658238124427283,2.1155568202094175,4,4
"(1.2, 1.2, 0.5)",1.2,1.2,0.5,2.1058906202226675,1.6410717714143896,3.4556074989684338,4,4
"(1.2, 1.2, 0.6)",1.2,1.2,0.6,1.7214105138439473,1.6610738846350097,2.8598089119548997,4,4
"(1.2, 1.2, 0.7)",1.2,1.2,0.7,1.4538963379151735,1.6882120717991667,2.4559969872555603,4,4
"(1.2, 1.2, 0.8)",1.2,1.2,0.8,1.3096806779910015,1.709751065649844,2.2404876557642988,4,4
"(1.2, 1.2, 0.9)",1.2,1.2,0.9,1.1746957040293566,1.7368227690827698,2.0398887756663866,4,4
"(1.2, 1.2, 1.0)",1.2,1.2,1.0,1.0949789490656388,1.756689346242322,1.9233371688192062,4,4
"(1.2, 1.2, 1.1)",1.2,1.2,1.1,1.076311867725134,1.783680796903847,1.91967482890191,4,4
"(1.2, 1.2, 1.2)",1.2,1.2,1.2,1.076311867725134,1.8106265144044604,1.9482994335391055,4,4
"(1.2, 1.2, 1.3)",1.2,1.2,1.3,1.076311867725134,1.8286837286864206,1.9684408010798888,4,4
"(1.2, 1.2, 1.4)",1.2,1.2,1.4,1.076311867725134,1.8507530595016846,1.9921173672790042,4,4
"(1.2, 1.2, 1.5)",1.2,1.2,1.5,1.076311867725134,1.8752675169526687,2.016508556081809,4,4
"(1.2, 1.2, 1.6)",1.2,1.2,1.6,1.076311867725134,1.892770402541908,2.037895290841592,4,4
"(1.2, 1.2, 1.7)",1.2,1.2,1.7,1.076311867725134,1.916313579780942,2.063176856690439,4,4
"(1.2, 1.2, 1.8)",1.2,1.2,1.8,1.076311867725134,1.9341827341224886,2.0831197227714258,4,4
"(1.2, 1.2, 1.9)",1.2,1.2,1.9,1.076311867725134,1.9594368767275794,2.1098966647926134,4,4
"(1.2, 1.2, 2.0)",1.2,1.2,2.0,1.076311867725134,1.9828353116868003,2.134998501032074,4,4
"(1.2, 1.3, 0.5)",1.2,1.3,0.5,2.1058906202226675,1.6586257219257694,3.4906441202321155,4,4
"(1.2, 1.3, 0.6)",1.2,1.3,0.6,1.7214105138439473,1.6826034989902925,2.8937187422021258,4,4
"(1.2, 1.3, 0.7)",1.2,1.3,0.7,1.4538963379151735,1.7072824024050561,2.4804062833704466,4,4
"(1.2, 1.3, 0.8)",1.2,1.3,0.8,1.3096806779910015,1.7279346617178106,2.2628134704826226,4,4
"(1.2, 1.3, 0.9)",1.2,1.3,0.9,1.1746957040293566,1.7510155173402338,2.0556189622241003,4,4
"(1.2, 1.3, 1.0)",1.2,1.3,1.0,1.0949789490656388,1.7747664231884368,1.9432814930215139,4,4
"(1.2, 1.3, 1.1)",1.2,1.3,1.1,1.076311867725134,1.7993364387177453,1.937381412113128,4,4
"(1.2, 1.3, 1.2)",1.2,1.3,1.2,1.076311867725134,1.8262395120063861,1.9659503032587606,4,4
"(1.2, 1.3, 1.3)",1.2,1.3,1.3,1.076311867725134,1.8465863180969158,1.9880866257172043,4,4
"(1.2, 1.3, 1.4)",1.2,1.3,1.4,1.076311867725134,1.8662875168327384,2.0076135647857605,4,4
"(1.2, 1.3, 1.5)",1.2,1.3,1.5,1.076311867725134,1.8930795879003224,2.0360529040373105,4,4
"(1.2, 1.3, 1.6)",1.2,1.3,1.6,1.076311867725134,1.910581059775751,2.057454596623566,4,4
"(1.2, 1.3, 1.7)",1.2,1.3,1.7,1.076311867725134,1.9317484665785638,2.080619150596715,4,4
"(1.2, 1.3, 1.8)",1.2,1.3,1.8,1.076311867725134,1.9503938694233276,2.1009354971526526,4,4
"(1.2, 1.3, 1.9)",1.2,1.3,1.9,1.076311867725134,1.974807247374706,2.1252245060513326,4,4
"(1.2, 1.3, 2.0)",1.2,1.3,2.0,1.076311867725134,2.0014897197246815,2.153539964315684,4,4
"(1.2, 1.4, 0.5)",1.2,1.4,0.5,2.1058906202226675,1.6792705481896708,3.534294567400506,4,4
"(1.2, 1.4, 0.6)",1.2,1.4,0.6,1.7214105138439473,1.7032073274898765,2.933254097838488,4,4
"(1.2, 1.4, 0.7)",1.2,1.4,0.7,1.4538963379151735,1.7278598196000192,2.5144114202742185,4,4
"(1.2, 1.4, 0.8)",1.2,1.4,0.8,1.3096806779910015,1.7484600256027019,2.2921315479172923,4,4
"(1.2, 1.4, 0.9)",1.2,1.4,0.9,1.1746957040293566,1.7730562784433361,2.081618944828582,4,4
"(1.2, 1.4, 1.0)",1.2,1.4,1.0,1.0949789490656388,1.7952468309420302,1.9661393572459906,4,4
"(1.2, 1.4, 1.1)",1.2,1.4,1.1,1.076311867725134,1.819794536657033,1.9581645561468102,4,4
"(1.2, 1.4, 1.2)",1.2,1.4,1.2,1.076311867725134,1.8466781284777722,1.986715712125777,4,4
"(1.2, 1.4, 1.3)",1.2,1.4,1.3,1.076311867725134,1.8669804920966275,2.0088097204971467,4,4
"(1.2, 1.4, 1.4)",1.2,1.4,1.4,1.076311867725134,1.8866621246166309,2.030364191515357,4,4
"(1.2, 1.4, 1.5)",1.2,1.4,1.5,1.076311867725134,1.913437436075489,2.0620054349360646,4,4
"(1.2, 1.4, 1.6)",1.2,1.4,1.6,1.076311867725134,1.930914086158432,2.0801752012673753,4,4
"(1.2, 1.4, 1.7)",1.2,1.4,1.7,1.076311867725134,1.9520516881472652,2.101251096189757,4,4
"(1.2, 1.4, 1.8)",1.2,1.4,1.8,1.076311867725134,1.9706701572932919,2.1215442558937934,4,4
"(1.2, 1.4, 1.9)",1.2,1.4,1.9,1.076311867725134,1.995067281200812,2.147841614686201,4,4
"(1.2, 1.4, 2.0)",1.2,1.4,2.0,1.076311867725134,2.02173624002795,2.176133774296388,4,4
"(1.2, 1.5, 0.5)",1.2,1.5,0.5,2.1058906202226675,1.7013883664707266,3.5802273389239323,4,4
"(1.2, 1.5, 0.6)",1.2,1.5,0.6,1.7214105138439473,1.7237539566982922,2.9677628071125355,4,4
"(1.2, 1.5, 0.7)",1.2,1.5,0.7,1.4538963379151735,1.7508049073646734,2.5464172545982393,4,4
"(1.2, 1.5, 0.8)",1.2,1.5,0.8,1.3096806779910015,1.7689318244523313,2.3158086310834407,4,4
"(1.2, 1.5, 0.9)",1.2,1.5,0.9,1.1746957040293566,1.7958985027164571,2.1093409268459,4,4
"(1.2, 1.5, 1.0)",1.2,1.5,1.0,1.0949789490656388,1.815676166611837,1.9868132131872511,4,4
"(1.2, 1.5, 1.1)",1.2,1.5,1.1,1.076311867725134,1.842569718038802,1.983068254184589,4,4
"(1.2, 1.5, 1.2)",1.2,1.5,1.2,1.076311867725134,1.8670681729293823,2.0095028360397915,4,4
"(1.2, 1.5, 1.3)",1.2,1.5,1.3,1.076311867725134,1.887327736615035,2.0294771250553216,4,4
"(1.2, 1.5, 1.4)",1.2,1.5,1.4,1.076311867725134,1.909312129758025,2.0530626659391538,4,4
"(1.2, 1.5, 1.5)",1.2,1.5,1.5,1.076311867725134,1.933750343631337,2.082654037112999,4,4
"(1.2, 1.5, 1.6)",1.2,1.5,1.6,1.076311867725134,1.947899186776908,2.0975598902813486,4,4
"(1.2, 1.5, 1.7)",1.2,1.5,1.7,1.076311867725134,1.974634311444631,2.1259326904669322,4,4
"(1.2, 1.5, 1.8)",1.2,1.5,1.8,1.076311867725134,1.990905069544253,2.14413680289557,4,4
"(1.2, 1.5, 1.9)",1.2,1.5,1.9,1.076311867725134,2.0175835032088707,2.1704127485647944,4,4
"(1.2, 1.5, 2.0)",1.2,1.5,2.0,1.076311867725134,2.038598420725779,2.193390279582997,4,4
"(1.2, 1.6, 0.5)",1.2,1.6,0.5,2.1058906202226675,1.721082843826756,3.621559716675138,4,4
"(1.2, 1.6, 0.6)",1.2,1.6,0.6,1.7214105138439473,1.740958042364212,2.9967664424751583,4,4
"(1.2, 1.6, 0.7)",1.2,1.6,0.7,1.4538963379151735,1.767961199497398,2.5680382722397166,4,4
"(1.2, 1.6, 0.8)",1.2,1.6,0.8,1.3096806779910015,1.7884253166246882,2.3393899231239685,4,4
"(1.2, 1.6, 0.9)",1.2,1.6,0.9,1.1746957040293566,1.8096820182663587,2.125436768672873,4,4
"(1.2, 1.6, 1.0)",1.2,1.6,1.0,1.0949789490656388,1.8384303332464083,2.011690307539597,4,4
"(1.2, 1.6, 1.1)",1.2,1.6,1.1,1.076311867725134,1.8629322573705505,2.003744669951612,4,4
"(1.2, 1.6, 1.2)",1.2,1.6,1.2,1.076311867725134,1.8864771073131603,2.0290135616651988,4,4
"(1.2, 1.6, 1.3)",1.2,1.6,1.3,1.076311867725134,1.9043094740945645,2.0488998314422786,4,4
"(1.2, 1.6, 1.4)",1.2,1.6,1.4,1.076311867725134,1.9295987649172157,2.0789670348792315,4,4
"(1.2, 1.6, 1.5)",1.2,1.6,1.5,1.076311867725134,1.9563312101476125,2.107331112972563,4,4
"(1.2, 1.6, 1.6)",1.2,1.6,1.6,1.076311867725134,1.9704627205100382,2.122221308558844,4,4
"(1.2, 1.6, 1.7)",1.2,1.6,1.7,1.076311867725134,1.9948564418550727,2.1464734779234127,4,4
"(1.2, 1.6, 1.8)",1.2,1.6,1.8,1.076311867725134,2.013402566160261,2.1666839972886502,4,4
"(1.2, 1.6, 1.9)",1.2,1.6,1.9,1.076311867725134,2.0377662526433986,2.1929395769898705,4,4
"(1.2, 1.6, 2.0)",1.2,1.6,2.0,1.076311867725134,2.0610398525682414,2.217895158565839,4,4
"(1.2, 1.7, 0.5)",1.2,1.7,0.5,2.1058906202226675,1.7382978076904898,3.659168560521233,4,4
"(1.2, 1.7, 0.6)",1.2,1.7,0.6,1.7214105138439473,1.7613842703512494,3.0327266512663065,4,4
"(1.2, 1.7, 0.7)",1.2,1.7,0.7,1.4538963379151735,1.788367218085228,2.6041819795052574,4,4
"(1.2, 1.7, 0.8)",1.2,1.7,0.8,1.3096806779910015,1.8087854700505495,2.3718466281519595,4,4
"(1.2, 1.7, 0.9)",1.2,1.7,0.9,1.1746957040293566,1.8300095418400397,2.1506623160525566,4,4
"(1.2, 1.7, 1.0)",1.2,1.7,1.0,1.0949789490656388,1.855389190970402,2.02870291764977,4,4
"(1.2, 1.7, 1.1)",1.2,1.7,1.1,1.076311867725134,1.8798527414205448,2.022800410516737,4,4
"(1.2, 1.7, 1.2)",1.2,1.7,1.2,1.076311867725134,1.9033513441953445,2.048007405009937,4,4
"(1.2, 1.7, 1.3)",1.2,1.7,1.3,1.076311867725134,1.921135060778011,2.0657757356886157,4,4
"(1.2, 1.7, 1.4)",1.2,1.7,1.4,1.076311867725134,1.9464010791912159,2.095828585110575,4,4
"(1.2, 1.7, 1.5)",1.2,1.7,1.5,1.076311867725134,1.9730969874801807,2.124156883696558,4,4
"(1.2, 1.7, 1.6)",1.2,1.7,1.6,1.076311867725134,1.9871952770817063,2.1390041379615146,4,4
"(1.2, 1.7, 1.7)",1.2,1.7,1.7,1.076311867725134,2.01155616000084,2.165267125569767,4,4
"(1.2, 1.7, 1.8)",1.2,1.7,1.8,1.076311867725134,2.0315147114735743,2.1869841195085535,4,4
"(1.2, 1.7, 1.9)",1.2,1.7,1.9,1.076311867725134,2.0544026932181936,2.2096256141104336,4,4
"(1.2, 1.7, 2.0)",1.2,1.7,2.0,1.076311867725134,2.0776386993282756,2.234544507330155,4,4
"(1.2, 1.8, 0.5)",1.2,1.8,0.5,2.1058906202226675,1.7589463624050703,3.704433443791131,4,4
"(1.2, 1.8, 0.6)",1.2,1.8,0.6,1.7214105138439473,1.7827013534814515,3.066288217628183,4,4
"(1.2, 1.8, 0.7)",1.2,1.8,0.7,1.4538963379151735,1.8096517219726689,2.630592776716318,4,4
