rs_sf,num_msd_sf,num_msc_sf,num_ysd_sf,time,space,spacetime,num_benchmarks,num_rows
"(0.7, 0.6, 1.1)",0.7,0.6,1.1,1.9906627599254156,1.5347786041005345,3.053606195438324,4,4
"(0.7, 0.6, 1.2)",0.7,0.6,1.2,1.9906627599254156,1.562111557154395,3.1081621095454937,4,4
"(0.7, 0.6, 1.3)",0.7,0.6,1.3,1.9906627599254156,1.5791872568263126,3.1449130690523917,4,4
"(0.7, 0.6, 1.4)",0.7,0.6,1.4,1.9906627599254156,1.6064120962518156,3.1948386154510797,4,4
"(0.7, 0.6, 1.5)",0.7,0.6,1.5,1.9906627599254156,1.6281699369715372,3.2416889406426286,4,4
"(0.7, 0.6, 1.6)",0.7,0.6,1.6,1.9906627599254156,1.64601993513632,3.2780253615089627,4,4
"(0.7, 0.6, 1.7)",0.7,0.6,1.7,1.9906627599254156,1.6714709490352884,3.3275523255878534,4,4
"(0.7, 0.6, 1.8)",0.7,0.6,1.8,1.9906627599254156,1.6923187456438888,3.36582570467232,4,4
"(0.7, 0.6, 1.9)",0.7,0.6,1.9,1.9906627599254156,1.7139095301132028,3.4124674949778915,4,4
"(0.7, 0.6, 2.0)",0.7,0.6,2.0,1.9906627599254156,1.7408949999047543,3.4655781774957894,4,4
"(0.7, 0.7, 0.5)",0.7,0.7,0.5,2.1901924405151587,1.4090730632098865,3.084167205992403,4,4
"(0.7, 0.7, 0.6)",0.7,0.7,0.6,2.0022534959552285,1.4342639011270135,2.869655252040161,4,4
"(0.7, 0.7, 0.7)",0.7,0.7,0.7,1.851934138835037,1.461921043916444,2.7105521759660554,4,4
"(0.7, 0.7, 0.8)",0.7,0.7,0.8,1.8456667126641437,1.480996590866641,2.7345132432978656,4,4
"(0.7, 0.7, 0.9)",0.7,0.7,0.9,1.8456667126641437,1.506729271688896,2.783799424408163,4,4
"(0.7, 0.7, 1.0)",0.7,0.7,1.0,1.8456667126641437,1.531747405594174,2.8258733833247613,4,4
"(0.7, 0.7, 1.1)",0.7,0.7,1.1,1.8456667126641437,1.5560508238325277,2.874625396281382,4,4
"(0.7, 0.7, 1.2)",0.7,0.7,1.2,1.8456667126641437,1.583340233225053,2.922261742468806,4,4
"(0.7, 0.7, 1.3)",0.7,0.7,1.3,1.8456667126641437,1.6003578047640592,2.9533679492066627,4,4
"(0.7, 0.7, 1.4)",0.7,0.7,1.4,1.8456667126641437,1.6275432077361645,3.0051894820656906,4,4
"(0.7, 0.7, 1.5)",0.7,0.7,1.5,1.8456667126641437,1.6492433915899973,3.0433839794710624,4,4
"(0.7, 0.7, 1.6)",0.7,0.7,1.6,1.8456667126641437,1.6670439821703702,3.076617563793537,4,4
"(0.7, 0.7, 1.7)",0.7,0.7,1.7,1.8456667126641437,1.6924796568042626,3.1221821278082773,4,4
"(0.7, 0.7, 1.8)",0.7,0.7,1.8,1.8456667126641437,1.7109559172681936,3.161120738605893,4,4
"(0.7, 0.7, 1.9)",0.7,0.7,1.9,1.8456667126641437,1.7348045163805985,3.2007387124425746,4,4
"(0.7, 0.7, 2.0)",0.7,0.7,2.0,1.8456667126641437,1.7617605407594386,3.251385140197186,4,4
"(0.7, 0.8, 0.5)",0.7,0.8,0.5,2.1901924405151587,1.4288341559427298,3.126314939032121,4,4
"(0.7, 0.8, 0.6)",0.7,0.8,0.6,2.0022534959552285,1.4564282654529053,2.9173022482122892,4,4
"(0.7, 0.8, 0.7)",0.7,0.8,0.7,1.851934138835037,1.478520625040041,2.7384080302531957,4,4
"(0.7, 0.8, 0.8)",0.7,0.8,0.8,1.7979820256853176,1.498196242399334,2.693242383873687,4,4
"(0.7, 0.8, 0.9)",0.7,0.8,0.9,1.7979820256853176,1.5231931768240692,2.739130628425776,4,4
"(0.7, 0.8, 1.0)",0.7,0.8,1.0,1.7979820256853176,1.5505314281524267,2.7887158101191107,4,4
"(0.7, 0.8, 1.1)",0.7,0.8,1.1,1.7979820256853176,1.574740611201466,2.832561821666424,4,4
"(0.7, 0.8, 1.2)",0.7,0.8,1.2,1.7979820256853176,1.597914627734335,2.8720100824120984,4,4
"(0.7, 0.8, 1.3)",0.7,0.8,1.3,1.7979820256853176,1.618900089484128,2.9086732355949003,4,4
"(0.7, 0.8, 1.4)",0.7,0.8,1.4,1.7979820256853176,1.6436960307476607,2.9568163692577176,4,4
"(0.7, 0.8, 1.5)",0.7,0.8,1.5,1.7979820256853176,1.6676445048725577,2.9982622462444857,4,4
"(0.7, 0.8, 1.6)",0.7,0.8,1.6,1.7979820256853176,1.6837808214530683,3.0275246954821804,4,4
"(0.7, 0.8, 1.7)",0.7,0.8,1.7,1.7979820256853176,1.708495237846078,3.071370335596427,4,4
"(0.7, 0.8, 1.8)",0.7,0.8,1.8,1.7979820256853176,1.729214611217141,3.107523590559762,4,4
"(0.7, 0.8, 1.9)",0.7,0.8,1.9,1.7979820256853176,1.7529902581945418,3.15286175905274,4,4
"(0.7, 0.8, 2.0)",0.7,0.8,2.0,1.7979820256853176,1.7776110671481167,3.1939512421966345,4,4
"(0.7, 0.9, 0.5)",0.7,0.9,0.5,2.1901924405151587,1.4502704167789144,3.1770723660113127,4,4
"(0.7, 0.9, 0.6)",0.7,0.9,0.6,2.0022534959552285,1.4778122748606923,2.960106034418331,4,4
"(0.7, 0.9, 0.7)",0.7,0.9,0.7,1.851934138835037,1.4998332344135226,2.7761161681109896,4,4
"(0.7, 0.9, 0.8)",0.7,0.9,0.8,1.7979820256853176,1.5194480861718531,2.7328128923948363,4,4
"(0.7, 0.9, 0.9)",0.7,0.9,0.9,1.7979820256853176,1.5443975176410243,2.774612353765042,4,4
"(0.7, 0.9, 1.0)",0.7,0.9,1.0,1.7979820256853176,1.5716935830126793,2.828174919943393,4,4
"(0.7, 0.9, 1.1)",0.7,0.9,1.1,1.7979820256853176,1.5958455107656684,2.8700415299373305,4,4
"(0.7, 0.9, 1.2)",0.7,0.9,1.2,1.7979820256853176,1.618998377110523,2.909755891663744,4,4
"(0.7, 0.9, 1.3)",0.7,0.9,1.3,1.7979820256853176,1.639914324549891,2.950454844423921,4,4
"(0.7, 0.9, 1.4)",0.7,0.9,1.4,1.7979820256853176,1.6646724633720746,2.9918472431136607,4,4
"(0.7, 0.9, 1.5)",0.7,0.9,1.5,1.7979820256853176,1.6885723768760703,3.0373834920243716,4,4
"(0.7, 0.9, 1.6)",0.7,0.9,1.6,1.7979820256853176,1.706312846199831,3.0691973853425703,4,4
"(0.7, 0.9, 1.7)",0.7,0.9,1.7,1.7979820256853176,1.7293633097518815,3.1082988803845217,4,4
"(0.7, 0.9, 1.8)",0.7,0.9,1.8,1.7979820256853176,1.7500238898898097,3.1485726843365085,4,4
"(0.7, 0.9, 1.9)",0.7,0.9,1.9,1.7979820256853176,1.7737577797786128,3.1878719089248846,4,4
"(0.7, 0.9, 2.0)",0.7,0.9,2.0,1.7979820256853176,1.798349565289361,3.2374731741705367,4,4
"(0.7, 1.0, 0.5)",0.7,1.0,0.5,2.1901924405151587,1.4740686128765574,3.2322138797480986,4,4
"(0.7, 1.0, 0.6)",0.7,1.0,0.6,2.0022534959552285,1.4990989217163773,3.002734538876042,4,4
"(0.7, 1.0, 0.7)",0.7,1.0,0.7,1.851934138835037,1.5234843719643725,2.8230460122683443,4,4
"(0.7, 1.0, 0.8)",0.7,1.0,0.8,1.7979820256853176,1.5406097688844864,2.7682388706833203,4,4
"(0.7, 1.0, 0.9)",0.7,1.0,0.9,1.7979820256853176,1.5679105338759296,2.821811221635095,4,4
"(0.7, 1.0, 1.0)",0.7,1.0,1.0,1.7979820256853176,1.5927716750866663,2.8634312248182696,4,4
"(0.7, 1.0, 1.1)",0.7,1.0,1.1,1.7979820256853176,1.6168694619773258,2.905172324824475,4,4
"(0.7, 1.0, 1.2)",0.7,1.0,1.2,1.7979820256853176,1.6440073770328911,2.956766102499753,4,4
"(0.7, 1.0, 1.3)",0.7,1.0,1.3,1.7979820256853176,1.6608526588303614,2.9875598243355155,4,4
"(0.7, 1.0, 1.4)",0.7,1.0,1.4,1.7979820256853176,1.687898785348628,3.03648927113948,4,4
"(0.7, 1.0, 1.5)",0.7,1.0,1.5,1.7979820256853176,1.7094293229566269,3.074293400657118,4,4
"(0.7, 1.0, 1.6)",0.7,1.0,1.6,1.7979820256853176,1.7271282837372253,3.106016553393945,4,4
"(0.7, 1.0, 1.7)",0.7,1.0,1.7,1.7979820256853176,1.7524872214360552,3.1506752930203477,4,4
"(0.7, 1.0, 1.8)",0.7,1.0,1.8,1.7979820256853176,1.770768793516072,3.1831509383391134,4,4
"(0.7, 1.0, 1.9)",0.7,1.0,1.9,1.7979820256853176,1.7944629809030768,3.2266535497413322,4,4
"(0.7, 1.0, 2.0)",0.7,1.0,2.0,1.7979820256853176,1.8213084449804082,3.275292979422036,4,4
"(0.7, 1.1, 0.5)",0.7,1.1,0.5,2.1901924405151587,1.4922120914742987,3.2687873521158544,4,4
"(0.7, 1.1, 0.6)",0.7,1.1,0.6,2.0022534959552285,1.5196098683688315,3.044003077442914,4,4
"(0.7, 1.1, 0.7)",0.7,1.1,0.7,1.851934138835037,1.5414692655318352,2.854602234464702,4,4
"(0.7, 1.1, 0.8)",0.7,1.1,0.8,1.7979820256853176,1.5657519433877867,2.8154042927453684,4,4
"(0.7, 1.1, 0.9)",0.7,1.1,0.9,1.7979820256853176,1.5889485246821307,2.8573865707816677,4,4
"(0.7, 1.1, 1.0)",0.7,1.1,1.0,1.7979820256853176,1.6161520810999401,2.904188148442814,4,4
"(0.7, 1.1, 1.1)",0.7,1.1,1.1,1.7979820256853176,1.6378166510451402,2.945094206262671,4,4
"(0.7, 1.1, 1.2)",0.7,1.1,1.2,1.7979820256853176,1.6649215104998556,2.991699850584548,4,4
"(0.7, 1.1, 1.3)",0.7,1.1,1.3,1.7979820256853176,1.6840497706464586,3.0300184337651643,4,4
"(0.7, 1.1, 1.4)",0.7,1.1,1.4,1.7979820256853176,1.7087350098311886,3.071250992693398,4,4
"(0.7, 1.1, 1.5)",0.7,1.1,1.5,1.7979820256853176,1.7325272866952768,3.1149519148863254,4,4
"(0.7, 1.1, 1.6)",0.7,1.1,1.6,1.7979820256853176,1.750210791998748,3.148315053071247,4,4
"(0.7, 1.1, 1.7)",0.7,1.1,1.7,1.7979820256853176,1.7700525134905065,3.180088096657532,4,4
"(0.7, 1.1, 1.8)",0.7,1.1,1.8,1.7979820256853176,1.7905446751038703,3.220080872767674,4,4
"(0.7, 1.1, 1.9)",0.7,1.1,1.9,1.7979820256853176,1.8151087057956865,3.263663439975026,4,4
"(0.7, 1.1, 2.0)",0.7,1.1,2.0,1.7979820256853176,1.8419315374154153,3.309627726597842,4,4
"(0.7, 1.2, 0.5)",0.7,1.2,0.5,2.1901924405151587,1.513346610471702,3.3156382393157835,4,4
"(0.7, 1.2, 0.6)",0.7,1.2,0.6,2.0022534959552285,1.540702764789893,3.0826285349633755,4,4
"(0.7, 1.2, 0.7)",0.7,1.2,0.7,1.851934138835037,1.5625026537071596,2.8922002062054966,4,4
"(0.7, 1.2, 0.8)",0.7,1.2,0.8,1.7979820256853176,1.583547806658807,2.8489498507782787,4,4
"(0.7, 1.2, 0.9)",0.7,1.2,0.9,1.7979820256853176,1.6067045665606416,2.8882999615124674,4,4
"(0.7, 1.2, 1.0)",0.7,1.2,1.0,1.7979820256853176,1.6307185686662928,2.929874840000312,4,4
"(0.7, 1.2, 1.1)",0.7,1.2,1.1,1.7979820256853176,1.6554417983923297,2.977902301863138,4,4
"(0.7, 1.2, 1.2)",0.7,1.2,1.2,1.7979820256853176,1.6824883920244214,3.02437163334641,4,4
"(0.7, 1.2, 1.3)",0.7,1.2,1.3,1.7979820256853176,1.7015623523345371,3.060515116410531,4,4
"(0.7, 1.2, 1.4)",0.7,1.2,1.4,1.7979820256853176,1.72301261562391,3.096451903870047,4,4
"(0.7, 1.2, 1.5)",0.7,1.2,1.5,1.7979820256853176,1.7532554528569009,3.1537693186947062,4,4
"(0.7, 1.2, 1.6)",0.7,1.2,1.6,1.7979820256853176,1.770901959058921,3.1828100751401025,4,4
"(0.7, 1.2, 1.7)",0.7,1.2,1.7,1.7979820256853176,1.790717677085997,3.220857914940677,4,4
"(0.7, 1.2, 1.8)",0.7,1.2,1.8,1.7979820256853176,1.8111585411279556,3.2564578595488047,4,4
"(0.7, 1.2, 1.9)",0.7,1.2,1.9,1.7979820256853176,1.835697619398687,3.2999754317316485,4,4
"(0.7, 1.2, 2.0)",0.7,1.2,2.0,1.7979820256853176,1.8624992380515701,3.3502393781907447,4,4
"(0.7, 1.3, 0.5)",0.7,1.3,0.5,2.1901924405151587,1.5327474657365374,3.3570087738378054,4,4
"(0.7, 1.3, 0.6)",0.7,1.3,0.6,2.0022534959552285,1.5600707355923544,3.1255932794913095,4,4
"(0.7, 1.3, 0.7)",0.7,1.3,0.7,1.851934138835037,1.5842463572855723,2.936603177640997,4,4
"(0.7, 1.3, 0.8)",0.7,1.3,0.8,1.7979820256853176,1.6011900778240824,2.879679508168651,4,4
"(0.7, 1.3, 0.9)",0.7,1.3,0.9,1.7979820256853176,1.6283431529386057,2.926363899194788,4,4
"(0.7, 1.3, 1.0)",0.7,1.3,1.0,1.7979820256853176,1.6530717968995974,2.974392687867569,4,4
"(0.7, 1.3, 1.1)",0.7,1.3,1.1,1.7979820256853176,1.6769902207872722,3.015773500052763,4,4
"(0.7, 1.3, 1.2)",0.7,1.3,1.2,1.7979820256853176,1.700051124805452,3.0570238961009104,4,4
"(0.7, 1.3, 1.3)",0.7,1.3,1.3,1.7979820256853176,1.7206920546475704,3.0930209269630593,4,4
"(0.7, 1.3, 1.4)",0.7,1.3,1.4,1.7979820256853176,1.7476183260511984,3.140092500569594,4,4
"(0.7, 1.3, 1.5)",0.7,1.3,1.5,1.7979820256853176,1.7690009633435522,3.1818852427289364,4,4
"(0.7, 1.3, 1.6)",0.7,1.3,1.6,1.7979820256853176,1.7850476405637796,3.20882734497567,4,4
"(0.7, 1.3, 1.7)",0.7,1.3,1.7,1.7979820256853176,1.811910593803977,3.26009402474518,4,4
"(0.7, 1.3, 1.8)",0.7,1.3,1.8,1.7979820256853176,1.830019131257261,3.292228957109959,4,4
"(0.7, 1.3, 1.9)",0.7,1.3,1.9,1.7979820256853176,1.853576620659108,3.331158009110319,4,4
"(0.7, 1.3, 2.0)",0.7,1.3,2.0,1.7979820256853176,1.8780508340857978,3.3779819534699005,4,4
"(0.7, 1.4, 0.5)",0.7,1.4,0.5,2.1901924405151587,1.5537367037242837,3.4017548794353534,4,4
"(0.7, 1.4, 0.6)",0.7,1.4,0.6,2.0022534959552285,1.581023174165823,3.1675842331370094,4,4
"(0.7, 1.4, 0.7)",0.7,1.4,0.7,1.851934138835037,1.605147227746706,2.9715902772204856,4,4
"(0.7, 1.4, 0.8)",0.7,1.4,0.8,1.7979820256853176,1.6220411778402657,2.9145187157551926,4,4
"(0.7, 1.4, 0.9)",0.7,1.4,0.9,1.7979820256853176,1.6491629172057782,2.9660869403060617,4,4
"(0.7, 1.4, 1.0)",0.7,1.4,1.0,1.7979820256853176,1.6738590797057449,3.0090983220760044,4,4
"(0.7, 1.4, 1.1)",0.7,1.4,1.1,1.7979820256853176,1.6977336972656623,3.052856622526365,4,4
"(0.7, 1.4, 1.2)",0.7,1.4,1.2,1.7979820256853176,1.720781230508568,3.096241384852587,4,4
"(0.7, 1.4, 1.3)",0.7,1.4,1.3,1.7979820256853176,1.74136665159816,3.130409592038263,4,4
"(0.7, 1.4, 1.4)",0.7,1.4,1.4,1.7979820256853176,1.7650562339288256,3.1756108251400152,4,4
"(0.7, 1.4, 1.5)",0.7,1.4,1.5,1.7979820256853176,1.7896106313777156,3.216539023758136,4,4
"(0.7, 1.4, 1.6)",0.7,1.4,1.6,1.7979820256853176,1.8071935067081393,3.250339149749212,4,4
"(0.7, 1.4, 1.7)",0.7,1.4,1.7,1.7979820256853176,1.8292679688081093,3.289122861238589,4,4
"(0.7, 1.4, 1.8)",0.7,1.4,1.8,1.7979820256853176,1.8472945171157042,3.3194014663041114,4,4
"(0.7, 1.4, 1.9)",0.7,1.4,1.9,1.7979820256853176,1.8740630152149031,3.3696196880255798,4,4
"(0.7, 1.4, 2.0)",0.7,1.4,2.0,1.7979820256853176,1.8985159177242619,3.4129672420603416,4,4
"(0.7, 1.5, 0.5)",0.7,1.5,0.5,2.1901924405151587,1.577103796219674,3.4555540636130515,4,4
"(0.7, 1.5, 0.6)",0.7,1.5,0.6,2.0022534959552285,1.6012193086228317,3.204118560843052,4,4
"(0.7, 1.5, 0.7)",0.7,1.5,0.7,1.851934138835037,1.6259763481215594,3.0102473671796197,4,4
"(0.7, 1.5, 0.8)",0.7,1.5,0.8,1.7979820256853176,1.6452193415785967,2.958987682773939,4,4
"(0.7, 1.5, 0.9)",0.7,1.5,0.9,1.7979820256853176,1.6699152258293202,3.002800465145477,4,4
"(0.7, 1.5, 1.0)",0.7,1.5,1.0,1.7979820256853176,1.6937811451303753,3.0482880146211495,4,4
"(0.7, 1.5, 1.1)",0.7,1.5,1.1,1.7979820256853176,1.7184139473959723,3.0873600691600287,4,4
"(0.7, 1.5, 1.2)",0.7,1.5,1.2,1.7979820256853176,1.745369573358241,3.1362080442349756,4,4
"(0.7, 1.5, 1.3)",0.7,1.5,1.3,1.7979820256853176,1.7643075878088985,3.1742095933533263,4,4
"(0.7, 1.5, 1.4)",0.7,1.5,1.4,1.7979820256853176,1.7856341504942466,3.2098861618857972,4,4
"(0.7, 1.5, 1.5)",0.7,1.5,1.5,1.7979820256853176,1.8124685437134858,3.2602016953270723,4,4
"(0.7, 1.5, 1.6)",0.7,1.5,1.6,1.7979820256853176,1.8300425901838226,3.291692472538476,4,4
"(0.7, 1.5, 1.7)",0.7,1.5,1.7,1.7979820256853176,1.849770543459041,3.323252259111221,4,4
"(0.7, 1.5, 1.8)",0.7,1.5,1.8,1.7979820256853176,1.8700449667786234,3.362906010742621,4,4
"(0.7, 1.5, 1.9)",0.7,1.5,1.9,1.7979820256853176,1.8944993289511411,3.403609716540594,4,4
"(0.7, 1.5, 2.0)",0.7,1.5,2.0,1.7979820256853176,1.9212125645862592,3.456407703673199,4,4
"(0.7, 1.6, 0.5)",0.7,1.6,0.5,2.1901924405151587,1.5947397408793016,3.4932296611499405,4,4
"(0.7, 1.6, 0.6)",0.7,1.6,0.6,2.0022534959552285,1.6187847101858859,3.2402146921992867,4,4
"(0.7, 1.6, 0.7)",0.7,1.6,0.7,1.851934138835037,1.6458976486059471,3.050901139886846,4,4
"(0.7, 1.6, 0.8)",0.7,1.6,0.8,1.7979820256853176,1.6642460494552307,2.9939982803559513,4,4
"(0.7, 1.6, 0.9)",0.7,1.6,0.9,1.7979820256853176,1.689695600257176,3.038365142414637,4,4
"(0.7, 1.6, 1.0)",0.7,1.6,1.0,1.7979820256853176,1.7111217498409097,3.0784845938392382,4,4
"(0.7, 1.6, 1.1)",0.7,1.6,1.1,1.7979820256853176,1.7380591328783273,3.127307099266921,4,4
"(0.7, 1.6, 1.2)",0.7,1.6,1.2,1.7979820256853176,1.7626116766747277,3.1682252888328004,4,4
"(0.7, 1.6, 1.3)",0.7,1.6,1.3,1.7979820256853176,1.7815035147693201,3.204144620358123,4,4
"(0.7, 1.6, 1.4)",0.7,1.6,1.4,1.7979820256853176,1.8050844843289782,3.2431211345723545,4,4
"(0.7, 1.6, 1.5)",0.7,1.6,1.5,1.7979820256853176,1.8295669772533996,3.292604265814551,4,4
"(0.7, 1.6, 1.6)",0.7,1.6,1.6,1.7979820256853176,1.8471041229937595,3.3213839758871755,4,4
"(0.7, 1.6, 1.7)",0.7,1.6,1.7,1.7979820256853176,1.8725325173888427,3.3670594595658487,4,4
"(0.7, 1.6, 1.8)",0.7,1.6,1.8,1.7979820256853176,1.890452842058355,3.3988184813047724,4,4
"(0.7, 1.6, 1.9)",0.7,1.6,1.9,1.7979820256853176,1.917174099890027,3.4499394658186584,4,4
"(0.7, 1.6, 2.0)",0.7,1.6,2.0,1.7979820256853176,1.9415845458739116,3.4922304874112715,4,4
"(0.7, 1.7, 0.5)",0.7,1.7,0.5,2.1901924405151587,1.6154960787670718,3.5374743455260145,4,4
"(0.7, 1.7, 0.6)",0.7,1.7,0.6,2.0022534959552285,1.6394956825833547,3.2817352625608183,4,4
"(0.7, 1.7, 0.7)",0.7,1.7,0.7,1.851934138835037,1.6665806994288994,3.0854440523100823,4,4
"(0.7, 1.7, 0.8)",0.7,1.7,0.8,1.7979820256853176,1.68487026136577,3.0304369340947903,4,4
"(0.7, 1.7, 0.9)",0.7,1.7,0.9,1.7979820256853176,1.7103103618937578,3.0752382758413455,4,4
"(0.7, 1.7, 1.0)",0.7,1.7,1.0,1.7979820256853176,1.7316956279169171,3.1127863695935725,4,4
"(0.7, 1.7, 1.1)",0.7,1.7,1.1,1.7979820256853176,1.7586101780804304,3.1598116011225703,4,4
"(0.7, 1.7, 1.2)",0.7,1.7,1.2,1.7979820256853176,1.7831385228090877,3.206743930389827,4,4
"(0.7, 1.7, 1.3)",0.7,1.7,1.3,1.7979820256853176,1.801996218983373,3.2385371529683664,4,4
"(0.7, 1.7, 1.4)",0.7,1.7,1.4,1.7979820256853176,1.825543992450832,3.283512575457054,4,4
"(0.7, 1.7, 1.5)",0.7,1.7,1.5,1.7979820256853176,1.8500051546583371,3.326885930578397,4,4
"(0.7, 1.7, 1.6)",0.7,1.7,1.6,1.7979820256853176,1.8675145078314923,3.3555773141813545,4,4
"(0.7, 1.7, 1.7)",0.7,1.7,1.7,1.7979820256853176,1.889499111342505,3.3965847211326974,4,4
"(0.7, 1.7, 1.8)",0.7,1.7,1.8,1.7979820256853176,1.9073675332079127,3.4265354849529666,4,4
"(0.7, 1.7, 1.9)",0.7,1.7,1.9,1.7979820256853176,1.9340496975376817,3.479308079670949,4,4
"(0.7, 1.7, 2.0)",0.7,1.7,2.0,1.7979820256853176,1.955129432705378,3.514469611161138,4,4
"(0.7, 1.8, 0.5)",0.7,1.8,0.5,2.1901924405151587,1.6370649929012948,3.5843169558108503,4,4
"(0.7, 1.8, 0.6)",0.7,1.8,0.6,2.0022534959552285,1.6585867473628746,3.324200955958502,4,4
"(0.7, 1.8, 0.7)",0.7,1.8,0.7,1.851934138835037,1.6856493504385215,3.1218582154579746,4,4
"(0.7, 1.8, 0.8)",0.7,1.8,0.8,1.7979820256853176,1.7047345731323793,3.066511737060255,4,4
"(0.7, 1.8, 0.9)",0.7,1.8,0.9,1.7979820256853176,1.7293250602411934,3.1075267849903248,4,4
"(0.7, 1.8, 1.0)",0.7,1.8,1.0,1.7979820256853176,1.7530407117986537,3.1511044681141063,4,4
"(0.7, 1.8, 1.1)",0.7,1.8,1.1,1.7979820256853176,1.777576110202416,3.1962984549160374,4,4
"(0.7, 1.8, 1.2)",0.7,1.8,1.2,1.7979820256853176,1.802897676450205,3.2403497865437862,4,4
"(0.7, 1.8, 1.3)",0.7,1.8,1.3,1.7979820256853176,1.8209164672954843,3.274946072590305,4,4
"(0.7, 1.8, 1.4)",0.7,1.8,1.4,1.7979820256853176,1.8444382290060857,3.318167144138535,4,4
"(0.7, 1.8, 1.5)",0.7,1.8,1.5,1.7979820256853176,1.8711814273254639,3.363935839683025,4,4
"(0.7, 1.8, 1.6)",0.7,1.8,1.6,1.7979820256853176,1.888696155163229,3.395117766020551,4,4
"(0.7, 1.8, 1.7)",0.7,1.8,1.7,1.7979820256853176,1.9083470237037274,3.43113275211598,4,4
"(0.7, 1.8, 1.8)",0.7,1.8,1.8,1.7979820256853176,1.9284712042969285,3.4705652178644724,4,4
"(0.7, 1.8, 1.9)",0.7,1.8,1.9,1.7979820256853176,1.9528520503517675,3.5110984134102425,4,4
"(0.7, 1.8, 2.0)",0.7,1.8,2.0,1.7979820256853176,1.9794875504862917,3.5593057207508507,4,4
"(0.7, 1.9, 0.5)",0.7,1.9,0.5,2.1901924405151587,1.6577109256727804,3.631438273291424,4,4
"(0.7, 1.9, 0.6)",0.7,1.9,0.6,2.0022534959552285,1.6791895660084737,3.3635331668272634,4,4
"(0.7, 1.9, 0.7)",0.7,1.9,0.7,1.851934138835037,1.7062272982033717,3.158013274046043,4,4
"(0.7, 1.9, 0.8)",0.7,1.9,0.8,1.7979820256853176,1.725274730333174,3.102759637339676,4,4
"(0.7, 1.9, 0.9)",0.7,1.9,0.9,1.7979820256853176,1.7498407054818603,3.1463138724071715,4,4
"(0.7, 1.9, 1.0)",0.7,1.9,1.0,1.7979820256853176,1.7735209954989273,3.1895394676683284,4,4
"(0.7, 1.9, 1.1)",0.7,1.9,1.1,1.7979820256853176,1.7980339175999966,3.230373809448206,4,4
"(0.7, 1.9, 1.2)",0.7,1.9,1.2,1.7979820256853176,1.8233495923123642,3.2813813844953468,4,4
"(0.7, 1.9, 1.3)",0.7,1.9,1.3,1.7979820256853176,1.8413208788962034,3.3115539352394965,4,4
"(0.7, 1.9, 1.4)",0.7,1.9,1.4,1.7979820256853176,1.8648121022685218,3.3520501140611896,4,4
"(0.7, 1.9, 1.5)",0.7,1.9,1.5,1.7979820256853176,1.8915386005668824,3.402201613956026,4,4
"(0.7, 1.9, 1.6)",0.7,1.9,1.6,1.7979820256853176,1.9090279424866643,3.4335185024190342,4,4
"(0.7, 1.9, 1.7)",0.7,1.9,1.7,1.7979820256853176,1.9286608190405852,3.4693534703700273,4,4
"(0.7, 1.9, 1.8)",0.7,1.9,1.8,1.7979820256853176,1.9487459155953195,3.5042602153569637,4,4
"(0.7, 1.9, 1.9)",0.7,1.9,1.9,1.7979820256853176,1.9731104638994323,3.544743803628886,4,4
"(0.7, 1.9, 2.0)",0.7,1.9,2.0,1.7979820256853176,1.99973255886121,3.5974399901926395,4,4
"(0.7, 2.0, 0.5)",0.7,2.0,0.5,2.1901924405151587,1.6750091605928852,3.668384450666717,4,4
"(0.7, 2.0, 0.6)",0.7,2.0,0.6,2.0022534959552285,1.698848959734972,3.403149004335624,4,4
"(0.7, 2.0, 0.7)",0.7,2.0,0.7,1.851934138835037,1.7234184435108437,3.189884953722747,4,4
"(0.7, 2.0, 0.8)",0.7,2.0,0.8,1.7979820256853176,1.7424187138060054,3.1326014143975995,4,4
"(0.7, 2.0, 0.9)",0.7,2.0,0.9,1.7979820256853176,1.769310603292964,3.1795737375458497,4,4
"(0.7, 2.0, 1.0)",0.7,2.0,1.0,1.7979820256853176,1.7905677864479705,3.2211867109822183,4,4
"(0.7, 2.0, 1.1)",0.7,2.0,1.1,1.7979820256853176,1.817385619970466,3.265392608051123,4,4
"(0.7, 2.0, 1.2)",0.7,2.0,1.2,1.7979820256853176,1.8418295485588008,3.3148411497304537,4,4
"(0.7, 2.0, 1.3)",0.7,2.0,1.3,1.7979820256853176,1.8605641125892443,3.3444426664030886,4,4
"(0.7, 2.0, 1.4)",0.7,2.0,1.4,1.7979820256853176,1.881689878927841,3.381401337269756,4,4
"(0.7, 2.0, 1.5)",0.7,2.0,1.5,1.7979820256853176,1.9083772655992357,3.429804461662497,4,4
"(0.7, 2.0, 1.6)",0.7,2.0,1.6,1.7979820256853176,1.9258361696346025,3.461047522822188,4,4
"(0.7, 2.0, 1.7)",0.7,2.0,1.7,1.7979820256853176,1.9477426721690903,3.50389085554811,4,4
"(0.7, 2.0, 1.8)",0.7,2.0,1.8,1.7979820256853176,1.9689787258155378,3.5380796012436844,4,4
"(0.7, 2.0, 1.9)",0.7,2.0,1.9,1.7979820256853176,1.9956099416813342,3.590798071669647,4,4
"(0.7, 2.0, 2.0)",0.7,2.0,2.0,1.7979820256853176,2.016606968432927,3.6257813960040983,4,4
"(0.8, 0.5, 0.5)",0.8,0.5,0.5,2.1160771853585394,1.4148592812408904,2.9952460452233485,4,4
