rs_sf,num_msd_sf,num_msc_sf,num_ysd_sf,time,space,spacetime
"(np.float64(0.5), np.float64(0.8), np.float64(1.5))",0.5,0.8,1.5,2.18,1.33,2.9
"(np.float64(0.5), np.float64(0.8), np.float64(1.6))",0.5,0.8,1.6,2.18,1.35,2.94
"(np.float64(0.5), np.float64(0.8), np.float64(1.7))",0.5,0.8,1.7,2.18,1.36,2.96
"(np.float64(0.5), np.float64(0.8), np.float64(1.8))",0.5,0.8,1.8,2.18,1.36,2.96
"(np.float64(0.5), np.float64(0.8), np.float64(1.9))",0.5,0.8,1.9,2.18,1.38,3.01
"(np.float64(0.5), np.float64(0.8), np.float64(2.0))",0.5,0.8,2.0,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(0.9), np.float64(0.5))",0.5,0.9,0.5,2.18,1.21,2.64
"(np.float64(0.5), np.float64(0.9), np.float64(0.6))",0.5,0.9,0.6,2.18,1.23,2.68
"(np.float64(0.5), np.float64(0.9), np.float64(0.7))",0.5,0.9,0.7,2.18,1.24,2.7
"(np.float64(0.5), np.float64(0.9), np.float64(0.8))",0.5,0.9,0.8,2.18,1.24,2.7
"(np.float64(0.5), np.float64(0.9), np.float64(0.9))",0.5,0.9,0.9,2.18,1.26,2.75
"(np.float64(0.5), np.float64(0.9), np.float64(1.0))",0.5,0.9,1.0,2.18,1.27,2.77
"(np.float64(0.5), np.float64(0.9), np.float64(1.1))",0.5,0.9,1.1,2.18,1.29,2.81
"(np.float64(0.5), np.float64(0.9), np.float64(1.2))",0.5,0.9,1.2,2.18,1.31,2.86
"(np.float64(0.5), np.float64(0.9), np.float64(1.3))",0.5,0.9,1.3,2.18,1.31,2.86
"(np.float64(0.5), np.float64(0.9), np.float64(1.4))",0.5,0.9,1.4,2.18,1.32,2.88
"(np.float64(0.5), np.float64(0.9), np.float64(1.5))",0.5,0.9,1.5,2.18,1.34,2.92
"(np.float64(0.5), np.float64(0.9), np.float64(1.6))",0.5,0.9,1.6,2.18,1.36,2.96
"(np.float64(0.5), np.float64(0.9), np.float64(1.7))",0.5,0.9,1.7,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(0.9), np.float64(1.8))",0.5,0.9,1.8,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(0.9), np.float64(1.9))",0.5,0.9,1.9,2.18,1.39,3.03
"(np.float64(0.5), np.float64(0.9), np.float64(2.0))",0.5,0.9,2.0,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.0), np.float64(0.5))",0.5,1.0,0.5,2.18,1.22,2.66
"(np.float64(0.5), np.float64(1.0), np.float64(0.6))",0.5,1.0,0.6,2.18,1.23,2.68
"(np.float64(0.5), np.float64(1.0), np.float64(0.7))",0.5,1.0,0.7,2.18,1.25,2.72
"(np.float64(0.5), np.float64(1.0), np.float64(0.8))",0.5,1.0,0.8,2.18,1.25,2.72
"(np.float64(0.5), np.float64(1.0), np.float64(0.9))",0.5,1.0,0.9,2.18,1.27,2.77
"(np.float64(0.5), np.float64(1.0), np.float64(1.0))",0.5,1.0,1.0,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.0), np.float64(1.1))",0.5,1.0,1.1,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.0), np.float64(1.2))",0.5,1.0,1.2,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.0), np.float64(1.3))",0.5,1.0,1.3,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.0), np.float64(1.4))",0.5,1.0,1.4,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.0), np.float64(1.5))",0.5,1.0,1.5,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.0), np.float64(1.6))",0.5,1.0,1.6,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.0), np.float64(1.7))",0.5,1.0,1.7,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.0), np.float64(1.8))",0.5,1.0,1.8,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.0), np.float64(1.9))",0.5,1.0,1.9,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.0), np.float64(2.0))",0.5,1.0,2.0,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.1), np.float64(0.5))",0.5,1.1,0.5,2.18,1.23,2.68
"(np.float64(0.5), np.float64(1.1), np.float64(0.6))",0.5,1.1,0.6,2.18,1.24,2.7
"(np.float64(0.5), np.float64(1.1), np.float64(0.7))",0.5,1.1,0.7,2.18,1.26,2.75
"(np.float64(0.5), np.float64(1.1), np.float64(0.8))",0.5,1.1,0.8,2.18,1.26,2.75
"(np.float64(0.5), np.float64(1.1), np.float64(0.9))",0.5,1.1,0.9,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.1), np.float64(1.0))",0.5,1.1,1.0,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.1), np.float64(1.1))",0.5,1.1,1.1,2.18,1.31,2.86
"(np.float64(0.5), np.float64(1.1), np.float64(1.2))",0.5,1.1,1.2,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.1), np.float64(1.3))",0.5,1.1,1.3,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.1), np.float64(1.4))",0.5,1.1,1.4,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.1), np.float64(1.5))",0.5,1.1,1.5,2.18,1.36,2.96
"(np.float64(0.5), np.float64(1.1), np.float64(1.6))",0.5,1.1,1.6,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.1), np.float64(1.7))",0.5,1.1,1.7,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.1), np.float64(1.8))",0.5,1.1,1.8,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.1), np.float64(1.9))",0.5,1.1,1.9,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.1), np.float64(2.0))",0.5,1.1,2.0,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.2), np.float64(0.5))",0.5,1.2,0.5,2.18,1.24,2.7
"(np.float64(0.5), np.float64(1.2), np.float64(0.6))",0.5,1.2,0.6,2.18,1.25,2.72
"(np.float64(0.5), np.float64(1.2), np.float64(0.7))",0.5,1.2,0.7,2.18,1.27,2.77
"(np.float64(0.5), np.float64(1.2), np.float64(0.8))",0.5,1.2,0.8,2.18,1.27,2.77
"(np.float64(0.5), np.float64(1.2), np.float64(0.9))",0.5,1.2,0.9,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.2), np.float64(1.0))",0.5,1.2,1.0,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.2), np.float64(1.1))",0.5,1.2,1.1,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.2), np.float64(1.2))",0.5,1.2,1.2,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.2), np.float64(1.3))",0.5,1.2,1.3,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.2), np.float64(1.4))",0.5,1.2,1.4,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.2), np.float64(1.5))",0.5,1.2,1.5,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.2), np.float64(1.6))",0.5,1.2,1.6,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.2), np.float64(1.7))",0.5,1.2,1.7,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.2), np.float64(1.8))",0.5,1.2,1.8,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.2), np.float64(1.9))",0.5,1.2,1.9,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.2), np.float64(2.0))",0.5,1.2,2.0,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.3), np.float64(0.5))",0.5,1.3,0.5,2.18,1.25,2.72
"(np.float64(0.5), np.float64(1.3), np.float64(0.6))",0.5,1.3,0.6,2.18,1.26,2.75
"(np.float64(0.5), np.float64(1.3), np.float64(0.7))",0.5,1.3,0.7,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.3), np.float64(0.8))",0.5,1.3,0.8,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.3), np.float64(0.9))",0.5,1.3,0.9,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.3), np.float64(1.0))",0.5,1.3,1.0,2.18,1.31,2.86
"(np.float64(0.5), np.float64(1.3), np.float64(1.1))",0.5,1.3,1.1,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.3), np.float64(1.2))",0.5,1.3,1.2,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.3), np.float64(1.3))",0.5,1.3,1.3,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.3), np.float64(1.4))",0.5,1.3,1.4,2.18,1.36,2.96
"(np.float64(0.5), np.float64(1.3), np.float64(1.5))",0.5,1.3,1.5,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.3), np.float64(1.6))",0.5,1.3,1.6,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.3), np.float64(1.7))",0.5,1.3,1.7,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.3), np.float64(1.8))",0.5,1.3,1.8,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.3), np.float64(1.9))",0.5,1.3,1.9,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.3), np.float64(2.0))",0.5,1.3,2.0,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(1.4), np.float64(0.5))",0.5,1.4,0.5,2.18,1.25,2.72
"(np.float64(0.5), np.float64(1.4), np.float64(0.6))",0.5,1.4,0.6,2.18,1.27,2.77
"(np.float64(0.5), np.float64(1.4), np.float64(0.7))",0.5,1.4,0.7,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.4), np.float64(0.8))",0.5,1.4,0.8,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.4), np.float64(0.9))",0.5,1.4,0.9,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.4), np.float64(1.0))",0.5,1.4,1.0,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.4), np.float64(1.1))",0.5,1.4,1.1,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.4), np.float64(1.2))",0.5,1.4,1.2,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.4), np.float64(1.3))",0.5,1.4,1.3,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.4), np.float64(1.4))",0.5,1.4,1.4,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.4), np.float64(1.5))",0.5,1.4,1.5,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.4), np.float64(1.6))",0.5,1.4,1.6,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.4), np.float64(1.7))",0.5,1.4,1.7,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.4), np.float64(1.8))",0.5,1.4,1.8,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.4), np.float64(1.9))",0.5,1.4,1.9,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(1.4), np.float64(2.0))",0.5,1.4,2.0,2.18,1.45,3.1599999999999997
"(np.float64(0.5), np.float64(1.5), np.float64(0.5))",0.5,1.5,0.5,2.18,1.27,2.77
"(np.float64(0.5), np.float64(1.5), np.float64(0.6))",0.5,1.5,0.6,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.5), np.float64(0.7))",0.5,1.5,0.7,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.5), np.float64(0.8))",0.5,1.5,0.8,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.5), np.float64(0.9))",0.5,1.5,0.9,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.5), np.float64(1.0))",0.5,1.5,1.0,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.5), np.float64(1.1))",0.5,1.5,1.1,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.5), np.float64(1.2))",0.5,1.5,1.2,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.5), np.float64(1.3))",0.5,1.5,1.3,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.5), np.float64(1.4))",0.5,1.5,1.4,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.5), np.float64(1.5))",0.5,1.5,1.5,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.5), np.float64(1.6))",0.5,1.5,1.6,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.5), np.float64(1.7))",0.5,1.5,1.7,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.5), np.float64(1.8))",0.5,1.5,1.8,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.5), np.float64(1.9))",0.5,1.5,1.9,2.18,1.45,3.1599999999999997
"(np.float64(0.5), np.float64(1.5), np.float64(2.0))",0.5,1.5,2.0,2.18,1.46,3.18
"(np.float64(0.5), np.float64(1.6), np.float64(0.5))",0.5,1.6,0.5,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.6), np.float64(0.6))",0.5,1.6,0.6,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.6), np.float64(0.7))",0.5,1.6,0.7,2.18,1.31,2.86
"(np.float64(0.5), np.float64(1.6), np.float64(0.8))",0.5,1.6,0.8,2.18,1.31,2.86
"(np.float64(0.5), np.float64(1.6), np.float64(0.9))",0.5,1.6,0.9,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.6), np.float64(1.0))",0.5,1.6,1.0,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.6), np.float64(1.1))",0.5,1.6,1.1,2.18,1.36,2.96
"(np.float64(0.5), np.float64(1.6), np.float64(1.2))",0.5,1.6,1.2,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.6), np.float64(1.3))",0.5,1.6,1.3,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.6), np.float64(1.4))",0.5,1.6,1.4,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.6), np.float64(1.5))",0.5,1.6,1.5,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.6), np.float64(1.6))",0.5,1.6,1.6,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.6), np.float64(1.7))",0.5,1.6,1.7,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(1.6), np.float64(1.8))",0.5,1.6,1.8,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(1.6), np.float64(1.9))",0.5,1.6,1.9,2.18,1.46,3.18
"(np.float64(0.5), np.float64(1.6), np.float64(2.0))",0.5,1.6,2.0,2.18,1.47,3.2
"(np.float64(0.5), np.float64(1.7), np.float64(0.5))",0.5,1.7,0.5,2.18,1.28,2.79
"(np.float64(0.5), np.float64(1.7), np.float64(0.6))",0.5,1.7,0.6,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.7), np.float64(0.7))",0.5,1.7,0.7,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.7), np.float64(0.8))",0.5,1.7,0.8,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.7), np.float64(0.9))",0.5,1.7,0.9,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.7), np.float64(1.0))",0.5,1.7,1.0,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.7), np.float64(1.1))",0.5,1.7,1.1,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.7), np.float64(1.2))",0.5,1.7,1.2,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.7), np.float64(1.3))",0.5,1.7,1.3,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.7), np.float64(1.4))",0.5,1.7,1.4,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.7), np.float64(1.5))",0.5,1.7,1.5,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.7), np.float64(1.6))",0.5,1.7,1.6,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.7), np.float64(1.7))",0.5,1.7,1.7,2.18,1.45,3.1599999999999997
"(np.float64(0.5), np.float64(1.7), np.float64(1.8))",0.5,1.7,1.8,2.18,1.45,3.1599999999999997
"(np.float64(0.5), np.float64(1.7), np.float64(1.9))",0.5,1.7,1.9,2.18,1.47,3.2
"(np.float64(0.5), np.float64(1.7), np.float64(2.0))",0.5,1.7,2.0,2.18,1.48,3.2299999999999995
"(np.float64(0.5), np.float64(1.8), np.float64(0.5))",0.5,1.8,0.5,2.18,1.29,2.81
"(np.float64(0.5), np.float64(1.8), np.float64(0.6))",0.5,1.8,0.6,2.18,1.31,2.86
"(np.float64(0.5), np.float64(1.8), np.float64(0.7))",0.5,1.8,0.7,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.8), np.float64(0.8))",0.5,1.8,0.8,2.18,1.33,2.9
"(np.float64(0.5), np.float64(1.8), np.float64(0.9))",0.5,1.8,0.9,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.8), np.float64(1.0))",0.5,1.8,1.0,2.18,1.36,2.96
"(np.float64(0.5), np.float64(1.8), np.float64(1.1))",0.5,1.8,1.1,2.18,1.38,3.01
"(np.float64(0.5), np.float64(1.8), np.float64(1.2))",0.5,1.8,1.2,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.8), np.float64(1.3))",0.5,1.8,1.3,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.8), np.float64(1.4))",0.5,1.8,1.4,2.18,1.41,3.07
"(np.float64(0.5), np.float64(1.8), np.float64(1.5))",0.5,1.8,1.5,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.8), np.float64(1.6))",0.5,1.8,1.6,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(1.8), np.float64(1.7))",0.5,1.8,1.7,2.18,1.46,3.18
"(np.float64(0.5), np.float64(1.8), np.float64(1.8))",0.5,1.8,1.8,2.18,1.46,3.18
"(np.float64(0.5), np.float64(1.8), np.float64(1.9))",0.5,1.8,1.9,2.18,1.48,3.2299999999999995
"(np.float64(0.5), np.float64(1.8), np.float64(2.0))",0.5,1.8,2.0,2.18,1.49,3.25
"(np.float64(0.5), np.float64(1.9), np.float64(0.5))",0.5,1.9,0.5,2.18,1.3,2.83
"(np.float64(0.5), np.float64(1.9), np.float64(0.6))",0.5,1.9,0.6,2.18,1.32,2.88
"(np.float64(0.5), np.float64(1.9), np.float64(0.7))",0.5,1.9,0.7,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.9), np.float64(0.8))",0.5,1.9,0.8,2.18,1.34,2.92
"(np.float64(0.5), np.float64(1.9), np.float64(0.9))",0.5,1.9,0.9,2.18,1.35,2.94
"(np.float64(0.5), np.float64(1.9), np.float64(1.0))",0.5,1.9,1.0,2.18,1.37,2.9899999999999998
"(np.float64(0.5), np.float64(1.9), np.float64(1.1))",0.5,1.9,1.1,2.18,1.39,3.03
"(np.float64(0.5), np.float64(1.9), np.float64(1.2))",0.5,1.9,1.2,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.9), np.float64(1.3))",0.5,1.9,1.3,2.18,1.4,3.0500000000000003
"(np.float64(0.5), np.float64(1.9), np.float64(1.4))",0.5,1.9,1.4,2.18,1.42,3.1
"(np.float64(0.5), np.float64(1.9), np.float64(1.5))",0.5,1.9,1.5,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(1.9), np.float64(1.6))",0.5,1.9,1.6,2.18,1.45,3.1599999999999997
"(np.float64(0.5), np.float64(1.9), np.float64(1.7))",0.5,1.9,1.7,2.18,1.47,3.2
"(np.float64(0.5), np.float64(1.9), np.float64(1.8))",0.5,1.9,1.8,2.18,1.47,3.2
"(np.float64(0.5), np.float64(1.9), np.float64(1.9))",0.5,1.9,1.9,2.18,1.48,3.2299999999999995
"(np.float64(0.5), np.float64(1.9), np.float64(2.0))",0.5,1.9,2.0,2.18,1.5,3.27
"(np.float64(0.5), np.float64(2.0), np.float64(0.5))",0.5,2.0,0.5,2.18,1.31,2.86
"(np.float64(0.5), np.float64(2.0), np.float64(0.6))",0.5,2.0,0.6,2.18,1.33,2.9
"(np.float64(0.5), np.float64(2.0), np.float64(0.7))",0.5,2.0,0.7,2.18,1.34,2.92
"(np.float64(0.5), np.float64(2.0), np.float64(0.8))",0.5,2.0,0.8,2.18,1.34,2.92
"(np.float64(0.5), np.float64(2.0), np.float64(0.9))",0.5,2.0,0.9,2.18,1.36,2.96
"(np.float64(0.5), np.float64(2.0), np.float64(1.0))",0.5,2.0,1.0,2.18,1.38,3.01
"(np.float64(0.5), np.float64(2.0), np.float64(1.1))",0.5,2.0,1.1,2.18,1.39,3.03
"(np.float64(0.5), np.float64(2.0), np.float64(1.2))",0.5,2.0,1.2,2.18,1.41,3.07
"(np.float64(0.5), np.float64(2.0), np.float64(1.3))",0.5,2.0,1.3,2.18,1.41,3.07
"(np.float64(0.5), np.float64(2.0), np.float64(1.4))",0.5,2.0,1.4,2.18,1.43,3.1200000000000006
"(np.float64(0.5), np.float64(2.0), np.float64(1.5))",0.5,2.0,1.5,2.18,1.44,3.1399999999999997
"(np.float64(0.5), np.float64(2.0), np.float64(1.6))",0.5,2.0,1.6,2.18,1.46,3.18
"(np.float64(0.5), np.float64(2.0), np.float64(1.7))",0.5,2.0,1.7,2.18,1.48,3.2299999999999995
