cfg_name,Num_Layers,total_us
BASE_noS_noH,91377,42138227.68093968
BASE_S_noH,103079,57894354.886918634
BASE_noS_H,91377,138646798.36279985
BASE_S_H,103079,146074665.01051643
D3ROT_CELL3_noS_noH,91377,42138227.68093968
D3ROT_CELL3_S_noH,103079,57894354.886918634
D3ROT_CELL3_noS_H,91377,51032462.54746071
D3ROT_CELL3_S_H,103079,64752457.55779837
